Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Costume theme (product.metafields.shopify.costume-theme),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
skorts-grey-xgwj,Skorts - Grey,<p>Comfortable and fashionable skorts - grey</p>,BrownButter,Apparel & Accessories > Clothing > Skorts,Skorts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W490HZL2A-1,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908820/brownbutter_products/W490HZL2A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skorts-grey-xgwj,,,,,,,,,xs,,,,,,,,W490HZL2A-2,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908821/brownbutter_products/W490HZL2A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skorts-grey-xgwj,,,,,,,,,l,,,,,,,,W490HZL2A-3,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-grey-xgwj,,,,,,,,,xl,,,,,,,,W490HZL2A-4,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-grey-xgwj,,,,,,,,,m,,,,,,,,W490HZL2A-5,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-beige-fnz0,Skorts - Beige,<p>Premium quality skorts - beige</p>,BrownButter,Apparel & Accessories > Clothing > Skorts,Skorts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W490HZL2B-1,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908822/brownbutter_products/W490HZL2B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skorts-beige-fnz0,,,,,,,,,xs,,,,,,,,W490HZL2B-2,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908824/brownbutter_products/W490HZL2B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skorts-beige-fnz0,,,,,,,,,l,,,,,,,,W490HZL2B-3,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-beige-fnz0,,,,,,,,,xl,,,,,,,,W490HZL2B-4,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skorts-beige-fnz0,,,,,,,,,m,,,,,,,,W490HZL2B-5,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tank-tops-light-pink-ryxa,Tank Tops - Light Pink,<p>Stylish tank tops - light pink for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Tank Tops,Tank Tops,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W519FF207127A-1,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659849/brownbutter_products/W519FF207127A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
tank-tops-light-pink-ryxa,,,,,,,,,xs,,,,,,,,W519FF207127A-2,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659850/brownbutter_products/W519FF207127A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
tank-tops-light-pink-ryxa,,,,,,,,,l,,,,,,,,W519FF207127A-3,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tank-tops-light-pink-ryxa,,,,,,,,,xl,,,,,,,,W519FF207127A-4,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tank-tops-light-pink-ryxa,,,,,,,,,m,,,,,,,,W519FF207127A-5,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tank-tops-black-mwjd,Tank Tops - Black,<p>Premium quality tank tops - black</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Tank Tops,Tank Tops,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W519FF207127B-1,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659851/brownbutter_products/W519FF207127B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
tank-tops-black-mwjd,,,,,,,,,xs,,,,,,,,W519FF207127B-2,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659853/brownbutter_products/W519FF207127B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
tank-tops-black-mwjd,,,,,,,,,l,,,,,,,,W519FF207127B-3,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tank-tops-black-mwjd,,,,,,,,,xl,,,,,,,,W519FF207127B-4,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tank-tops-black-mwjd,,,,,,,,,m,,,,,,,,W519FF207127B-5,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
