Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,,,,,,,TRUE,active,F1005-5,,Size,XL,,,,,,,,1600,2080,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659726/brownbutter_products/F1005_5.jpg,5,Dress - Sky Blue - XL,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Rose Red,dress-rose-red-e5pj,Premium quality dress - rose red,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Sh_xiaomeng diary wp_48-1,,Size,XS,,,,,,,,1400,1820,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908723/brownbutter_products/Sh_xiaomeng%20diary%20wp_48_1.jpg,1,Dress - Rose Red - XS,,FALSE,Dress - Rose Red | BrownButter - Premium Fashion,"Shop Dress - Rose Red at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Rose Red,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Sh_xiaomeng diary wp_48,,,New,FALSE,,,,,
,,,,,,,TRUE,active,Sh_xiaomeng diary wp_48-2,,Size,S,,,,,,,,1400,1820,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908724/brownbutter_products/Sh_xiaomeng%20diary%20wp_48_2.jpg,2,Dress - Rose Red - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Sh_xiaomeng diary wp_48-3,,Size,M,,,,,,,,1400,1820,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908725/brownbutter_products/Sh_xiaomeng%20diary%20wp_48_3.jpg,3,Dress - Rose Red - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Sh_xiaomeng diary wp_48-4,,Size,L,,,,,,,,1400,1820,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Sh_xiaomeng diary wp_48-5,,Size,XL,,,,,,,,1400,1820,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Multi,dress-multi-qeb7,Stylish dress - multi for everyday wear,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Baiyi wg-225-1,,Size,XS,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908697/brownbutter_products/Baiyi%20wg-225_1.jpg,1,Dress - Multi - XS,,FALSE,Dress - Multi | BrownButter - Premium Fashion,"Shop Dress - Multi at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Multi,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Baiyi wg-225,,,New,FALSE,,,,,
,,,,,,,TRUE,active,Baiyi wg-225-2,,Size,S,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908698/brownbutter_products/Baiyi%20wg-225_2.jpg,2,Dress - Multi - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Baiyi wg-225-3,,Size,M,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908699/brownbutter_products/Baiyi%20wg-225_3.jpg,3,Dress - Multi - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Baiyi wg-225-4,,Size,L,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Baiyi wg-225-5,,Size,XL,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Black,dress-black-cd55,Premium quality dress - black,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,LYQ0265-1,,Size,XS,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908713/brownbutter_products/LYQ0265_1.jpg,1,Dress - Black - XS,,FALSE,Dress - Black | BrownButter - Premium Fashion,"Shop Dress - Black at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Black,Apparel & Accessories > Clothing,Women,Adult (13+ years old),LYQ0265,,,New,FALSE,,,,,
,,,,,,,TRUE,active,LYQ0265-2,,Size,S,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908714/brownbutter_products/LYQ0265_2.jpg,2,Dress - Black - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,LYQ0265-3,,Size,M,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908716/brownbutter_products/LYQ0265_3.jpg,3,Dress - Black - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,LYQ0265-4,,Size,L,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659730/brownbutter_products/LYQ0265_4.jpg,4,Dress - Black - L,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,LYQ0265-5,,Size,XL,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659731/brownbutter_products/LYQ0265_5.jpg,5,Dress - Black - XL,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Blue,dress-blue-ilha,Must-have dress - blue,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Dongdongjia wg 8014-1,,Size,XS,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,Dress - Blue | BrownButter - Premium Fashion,"Shop Dress - Blue at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Blue,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Dongdongjia wg 8014,,,New,FALSE,,,,,
,,,,,,,TRUE,active,Dongdongjia wg 8014-2,,Size,S,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Dongdongjia wg 8014-3,,Size,M,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Dongdongjia wg 8014-4,,Size,L,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Dongdongjia wg 8014-5,,Size,XL,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Blue,dress-blue-m5q1,Trending dress - blue collection,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Hao 587-1,,Size,XS,,,,,,,,1200,1560,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909136/brownbutter_products/Hao%20587_1.jpg,1,Dress - Blue - XS,,FALSE,Dress - Blue | BrownButter - Premium Fashion,"Shop Dress - Blue at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Blue,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Hao 587,,,New,FALSE,,,,,
,,,,,,,TRUE,active,Hao 587-2,,Size,S,,,,,,,,1200,1560,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909137/brownbutter_products/Hao%20587_2.jpg,2,Dress - Blue - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Hao 587-3,,Size,M,,,,,,,,1200,1560,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909138/brownbutter_products/Hao%20587_3.jpg,3,Dress - Blue - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Hao 587-4,,Size,L,,,,,,,,1200,1560,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Hao 587-5,,Size,XL,,,,,,,,1200,1560,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Dark Blue,dress-dark-blue-7ovx,Must-have dress - dark blue,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Shangdong wg_d101-1,,Size,XS,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908717/brownbutter_products/Shangdong%20wg_d101_1.jpg,1,Dress - Dark Blue - XS,,FALSE,Dress - Dark Blue | BrownButter - Premium Fashion,"Shop Dress - Dark Blue at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Dark Blue,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Shangdong wg_d101,,,New,FALSE,,,,,
,,,,,,,TRUE,active,Shangdong wg_d101-2,,Size,S,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908718/brownbutter_products/Shangdong%20wg_d101_2.jpg,2,Dress - Dark Blue - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Shangdong wg_d101-3,,Size,M,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908719/brownbutter_products/Shangdong%20wg_d101_3.jpg,3,Dress - Dark Blue - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Shangdong wg_d101-4,,Size,L,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Shangdong wg_d101-5,,Size,XL,,,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Coffee Brown,dress-coffee-brown-b9bx,Premium quality dress - coffee brown,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,20-1,,Size,XS,,,,,,,,2300,2990,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908687/brownbutter_products/0%2C20_1.jpg,1,Dress - Coffee Brown - XS,,FALSE,Dress - Coffee Brown | BrownButter - Premium Fashion,"Shop Dress - Coffee Brown at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Coffee Brown,Apparel & Accessories > Clothing,Women,Adult (13+ years old),20,,,New,FALSE,,,,,
,,,,,,,TRUE,active,20-2,,Size,S,,,,,,,,2300,2990,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908689/brownbutter_products/0%2C20_2.jpg,2,Dress - Coffee Brown - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,20-3,,Size,M,,,,,,,,2300,2990,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908691/brownbutter_products/0%2C20_3.jpg,3,Dress - Coffee Brown - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,20-4,,Size,L,,,,,,,,2300,2990,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,20-5,,Size,XL,,,,,,,,2300,2990,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Maroon,dress-maroon-j12m,Trending dress - maroon collection,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Baiyi 425-1,,Size,XS,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909133/brownbutter_products/Baiyi%20425_1.jpg,1,Dress - Maroon - XS,,FALSE,Dress - Maroon | BrownButter - Premium Fashion,"Shop Dress - Maroon at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Maroon,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Baiyi 425,,,New,FALSE,,,,,
,,,,,,,TRUE,active,Baiyi 425-2,,Size,S,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909134/brownbutter_products/Baiyi%20425_2.jpg,2,Dress - Maroon - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Baiyi 425-3,,Size,M,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909135/brownbutter_products/Baiyi%20425_3.jpg,3,Dress - Maroon - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Baiyi 425-4,,Size,L,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,Baiyi 425-5,,Size,XL,,,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Red,dress-red-p1f7,Comfortable and fashionable dress - red,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,FG-115-1,,Size,XS,,,,,,,,1300,1690,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,Dress - Red | BrownButter - Premium Fashion,"Shop Dress - Red at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Red,Apparel & Accessories > Clothing,Women,Adult (13+ years old),FG-115,,,New,FALSE,,,,,
,,,,,,,TRUE,active,FG-115-2,,Size,S,,,,,,,,1300,1690,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,FG-115-3,,Size,M,,,,,,,,1300,1690,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,FG-115-4,,Size,L,,,,,,,,1300,1690,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,FG-115-5,,Size,XL,,,,,,,,1300,1690,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Skirts - White,skirts-white-ia04,Stylish skirts - white for everyday wear,BrownButter,Apparel & Accessories > Clothing,Skirts,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W0743262B-1,,Size,XS,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908726/brownbutter_products/W0743262B_1.jpg,1,Skirts - White - XS,,FALSE,Skirts - White | BrownButter - Premium Fashion,"Shop Skirts - White at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",White,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W0743262B,,,New,FALSE,,,,,
,,,,,,,TRUE,active,W0743262B-2,,Size,S,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908727/brownbutter_products/W0743262B_2.jpg,2,Skirts - White - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,W0743262B-3,,Size,M,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,W0743262B-4,,Size,L,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,W0743262B-5,,Size,XL,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Skirts - Black,skirts-black-siv3,Must-have skirts - black,BrownButter,Apparel & Accessories > Clothing,Skirts,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W0743262C-1,,Size,XS,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908728/brownbutter_products/W0743262C_1.jpg,1,Skirts - Black - XS,,FALSE,Skirts - Black | BrownButter - Premium Fashion,"Shop Skirts - Black at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Black,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W0743262C,,,New,FALSE,,,,,
,,,,,,,TRUE,active,W0743262C-2,,Size,S,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908729/brownbutter_products/W0743262C_2.jpg,2,Skirts - Black - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,W0743262C-3,,Size,M,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,W0743262C-4,,Size,L,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,W0743262C-5,,Size,XL,,,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
Trousers - White,trousers-white-kob8,Must-have trousers - white,BrownButter,Apparel & Accessories > Clothing,Trousers,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W074531B-1,,Size,XS,,,,,,,,1700,2210,858,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908730/brownbutter_products/W074531B_1.jpg,1,Trousers - White - XS,,FALSE,Trousers - White | BrownButter - Premium Fashion,"Shop Trousers - White at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",White,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W074531B,,,New,FALSE,,,,,
,,,,,,,TRUE,active,W074531B-2,,Size,S,,,,,,,,1700,2210,858,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908732/brownbutter_products/W074531B_2.jpg,2,Trousers - White - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,,,,,,,TRUE,active,W074531B-3,,Size,M,,,,,,,,1700,2210,858,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,FALSE,,,,,
