Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,dress-sky-blue-aq75,,,,,,TRUE,active,F1005-3,,Size,M,,#N/A,,,,,,1600,2080,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908706/brownbutter_products/F1005_3.jpg,3,Dress - Sky Blue - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-sky-blue-aq75,,,,,,TRUE,active,F1005-4,,Size,L,,#N/A,,,,,,1600,2080,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659725/brownbutter_products/F1005_4.jpg,4,Dress - Sky Blue - L,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-sky-blue-aq75,,,,,,TRUE,active,F1005-5,,Size,XL,,#N/A,,,,,,1600,2080,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659726/brownbutter_products/F1005_5.jpg,5,Dress - Sky Blue - XL,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Rose Red,dress-rose-red-7rxu,<p>Stylish dress - rose red for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Sh_xiaomeng diary wp_48-1,,Size,XS,,#N/A,,,,,,1400,1820,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908723/brownbutter_products/Sh_xiaomeng%20diary%20wp_48_1.jpg,1,Dress - Rose Red - XS,,FALSE,Dress - Rose Red | BrownButter - Premium Fashion,"Shop Dress - Rose Red at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Rose Red,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Sh_xiaomeng diary wp_48,,,New,FALSE,,,,,
,dress-rose-red-7rxu,,,,,,TRUE,active,Sh_xiaomeng diary wp_48-2,,Size,S,,#N/A,,,,,,1400,1820,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908724/brownbutter_products/Sh_xiaomeng%20diary%20wp_48_2.jpg,2,Dress - Rose Red - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-rose-red-7rxu,,,,,,TRUE,active,Sh_xiaomeng diary wp_48-3,,Size,M,,#N/A,,,,,,1400,1820,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908725/brownbutter_products/Sh_xiaomeng%20diary%20wp_48_3.jpg,3,Dress - Rose Red - M,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Multi,dress-multi-eu3g,<p>Stylish dress - multi for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Baiyi wg-225-1,,Size,XS,,#N/A,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908697/brownbutter_products/Baiyi%20wg-225_1.jpg,1,Dress - Multi - XS,,FALSE,Dress - Multi | BrownButter - Premium Fashion,"Shop Dress - Multi at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Multi,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Baiyi wg-225,,,New,FALSE,,,,,
,dress-multi-eu3g,,,,,,TRUE,active,Baiyi wg-225-2,,Size,S,,#N/A,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908698/brownbutter_products/Baiyi%20wg-225_2.jpg,2,Dress - Multi - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-multi-eu3g,,,,,,TRUE,active,Baiyi wg-225-3,,Size,M,,#N/A,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908699/brownbutter_products/Baiyi%20wg-225_3.jpg,3,Dress - Multi - M,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Black,dress-black-3u0d,<p>Stylish dress - black for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,LYQ0265-1,,Size,XS,,#N/A,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908713/brownbutter_products/LYQ0265_1.jpg,1,Dress - Black - XS,,FALSE,Dress - Black | BrownButter - Premium Fashion,"Shop Dress - Black at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Black,Apparel & Accessories > Clothing,Women,Adult (13+ years old),LYQ0265,,,New,FALSE,,,,,
,dress-black-3u0d,,,,,,TRUE,active,LYQ0265-2,,Size,S,,#N/A,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908714/brownbutter_products/LYQ0265_2.jpg,2,Dress - Black - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-black-3u0d,,,,,,TRUE,active,LYQ0265-3,,Size,M,,#N/A,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908716/brownbutter_products/LYQ0265_3.jpg,3,Dress - Black - M,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-black-3u0d,,,,,,TRUE,active,LYQ0265-4,,Size,L,,#N/A,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659730/brownbutter_products/LYQ0265_4.jpg,4,Dress - Black - L,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-black-3u0d,,,,,,TRUE,active,LYQ0265-5,,Size,XL,,#N/A,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659731/brownbutter_products/LYQ0265_5.jpg,5,Dress - Black - XL,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Blue,dress-blue-d263,<p>Trending dress - blue collection</p>,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Hao 587-1,,Size,XS,,#N/A,,,,,,1200,1560,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909136/brownbutter_products/Hao%20587_1.jpg,1,Dress - Blue - XS,,FALSE,Dress - Blue | BrownButter - Premium Fashion,"Shop Dress - Blue at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Blue,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Hao 587,,,New,FALSE,,,,,
,dress-blue-d263,,,,,,TRUE,active,Hao 587-2,,Size,S,,#N/A,,,,,,1200,1560,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909137/brownbutter_products/Hao%20587_2.jpg,2,Dress - Blue - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-blue-d263,,,,,,TRUE,active,Hao 587-3,,Size,M,,#N/A,,,,,,1200,1560,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909138/brownbutter_products/Hao%20587_3.jpg,3,Dress - Blue - M,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Dark Blue,dress-dark-blue-l5ai,<p>Comfortable and fashionable dress - dark blue</p>,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Shangdong wg_d101-1,,Size,XS,,#N/A,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908717/brownbutter_products/Shangdong%20wg_d101_1.jpg,1,Dress - Dark Blue - XS,,FALSE,Dress - Dark Blue | BrownButter - Premium Fashion,"Shop Dress - Dark Blue at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Dark Blue,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Shangdong wg_d101,,,New,FALSE,,,,,
,dress-dark-blue-l5ai,,,,,,TRUE,active,Shangdong wg_d101-2,,Size,S,,#N/A,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908718/brownbutter_products/Shangdong%20wg_d101_2.jpg,2,Dress - Dark Blue - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-dark-blue-l5ai,,,,,,TRUE,active,Shangdong wg_d101-3,,Size,M,,#N/A,,,,,,1500,1950,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908719/brownbutter_products/Shangdong%20wg_d101_3.jpg,3,Dress - Dark Blue - M,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Coffee Brown,dress-coffee-brown-ixdd,<p>Trending dress - coffee brown collection</p>,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,20-Jan,,Size,XS,,#N/A,,,,,,2300,2990,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908687/brownbutter_products/0%2C20_1.jpg,1,Dress - Coffee Brown - XS,,FALSE,Dress - Coffee Brown | BrownButter - Premium Fashion,"Shop Dress - Coffee Brown at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Coffee Brown,Apparel & Accessories > Clothing,Women,Adult (13+ years old),20,,,New,FALSE,,,,,
,dress-coffee-brown-ixdd,,,,,,TRUE,active,20-Feb,,Size,S,,#N/A,,,,,,2300,2990,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908689/brownbutter_products/0%2C20_2.jpg,2,Dress - Coffee Brown - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-coffee-brown-ixdd,,,,,,TRUE,active,20-Mar,,Size,M,,#N/A,,,,,,2300,2990,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908691/brownbutter_products/0%2C20_3.jpg,3,Dress - Coffee Brown - M,,FALSE,,,,,,,,,,,FALSE,,,,,
Dress - Maroon,dress-maroon-vfry,<p>Must-have dress - maroon</p>,BrownButter,Apparel & Accessories > Clothing,Dress,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,Baiyi 425-1,,Size,XS,,#N/A,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909133/brownbutter_products/Baiyi%20425_1.jpg,1,Dress - Maroon - XS,,FALSE,Dress - Maroon | BrownButter - Premium Fashion,"Shop Dress - Maroon at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Maroon,Apparel & Accessories > Clothing,Women,Adult (13+ years old),Baiyi 425,,,New,FALSE,,,,,
,dress-maroon-vfry,,,,,,TRUE,active,Baiyi 425-2,,Size,S,,#N/A,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909134/brownbutter_products/Baiyi%20425_2.jpg,2,Dress - Maroon - S,,FALSE,,,,,,,,,,,FALSE,,,,,
,dress-maroon-vfry,,,,,,TRUE,active,Baiyi 425-3,,Size,M,,#N/A,,,,,,1800,2340,,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775909135/brownbutter_products/Baiyi%20425_3.jpg,3,Dress - Maroon - M,,FALSE,,,,,,,,,,,FALSE,,,,,
Skirts - White,skirts-white-p8r4,<p>Premium quality skirts - white</p>,BrownButter,Apparel & Accessories > Clothing,Skirts,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W0743262B-1,,Size,XS,,#N/A,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908726/brownbutter_products/W0743262B_1.jpg,1,Skirts - White - XS,,FALSE,Skirts - White | BrownButter - Premium Fashion,"Shop Skirts - White at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",White,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W0743262B,,,New,FALSE,,,,,
,skirts-white-p8r4,,,,,,TRUE,active,W0743262B-2,,Size,S,,#N/A,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908727/brownbutter_products/W0743262B_2.jpg,2,Skirts - White - S,,FALSE,,,,,,,,,,,FALSE,,,,,
Skirts - Black,skirts-black-bh8k,<p>Trending skirts - black collection</p>,BrownButter,Apparel & Accessories > Clothing,Skirts,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W0743262C-1,,Size,XS,,#N/A,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908728/brownbutter_products/W0743262C_1.jpg,1,Skirts - Black - XS,,FALSE,Skirts - Black | BrownButter - Premium Fashion,"Shop Skirts - Black at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Black,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W0743262C,,,New,FALSE,,,,,
,skirts-black-bh8k,,,,,,TRUE,active,W0743262C-2,,Size,S,,#N/A,,,,,,1100,1430,572,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908729/brownbutter_products/W0743262C_2.jpg,2,Skirts - Black - S,,FALSE,,,,,,,,,,,FALSE,,,,,
Trousers - White,trousers-white-e77l,<p>Comfortable and fashionable trousers - white</p>,BrownButter,Apparel & Accessories > Clothing,Trousers,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W074531B-1,,Size,XS,,#N/A,,,,,,1700,2210,858,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908730/brownbutter_products/W074531B_1.jpg,1,Trousers - White - XS,,FALSE,Trousers - White | BrownButter - Premium Fashion,"Shop Trousers - White at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",White,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W074531B,,,New,FALSE,,,,,
,trousers-white-e77l,,,,,,TRUE,active,W074531B-2,,Size,S,,#N/A,,,,,,1700,2210,858,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908732/brownbutter_products/W074531B_2.jpg,2,Trousers - White - S,,FALSE,,,,,,,,,,,FALSE,,,,,
Trousers - Black,trousers-black-vtpt,<p>Must-have trousers - black</p>,BrownButter,Apparel & Accessories > Clothing,Trousers,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W074531C-1,,Size,XS,,#N/A,,,,,,1700,2210,858,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908733/brownbutter_products/W074531C_1.jpg,1,Trousers - Black - XS,,FALSE,Trousers - Black | BrownButter - Premium Fashion,"Shop Trousers - Black at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Black,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W074531C,,,New,FALSE,,,,,
,trousers-black-vtpt,,,,,,TRUE,active,W074531C-2,,Size,S,,#N/A,,,,,,1700,2210,858,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908734/brownbutter_products/W074531C_2.jpg,2,Trousers - Black - S,,FALSE,,,,,,,,,,,FALSE,,,,,
Trousers - Beige,trousers-beige-j47j,<p>Must-have trousers - beige</p>,BrownButter,Apparel & Accessories > Clothing,Trousers,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W074B201A-1,,Size,XS,,#N/A,,,,,,1200,1560,594,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908735/brownbutter_products/W074B201A_1.jpg,1,Trousers - Beige - XS,,FALSE,Trousers - Beige | BrownButter - Premium Fashion,"Shop Trousers - Beige at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Beige,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W074B201A,,,New,FALSE,,,,,
,trousers-beige-j47j,,,,,,TRUE,active,W074B201A-2,,Size,S,,#N/A,,,,,,1200,1560,594,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908736/brownbutter_products/W074B201A_2.jpg,2,Trousers - Beige - S,,FALSE,,,,,,,,,,,FALSE,,,,,
Skirts - Black,skirts-black-sih3,<p>Comfortable and fashionable skirts - black</p>,BrownButter,Apparel & Accessories > Clothing,Skirts,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W17751097-1,,Size,XS,,#N/A,,,,,,1400,1820,682,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908737/brownbutter_products/W17751097_1.jpg,1,Skirts - Black - XS,,FALSE,Skirts - Black | BrownButter - Premium Fashion,"Shop Skirts - Black at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Black,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W17751097,,,New,FALSE,,,,,
,skirts-black-sih3,,,,,,TRUE,active,W17751097-2,,Size,S,,#N/A,,,,,,1400,1820,682,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908739/brownbutter_products/W17751097_2.jpg,2,Skirts - Black - S,,FALSE,,,,,,,,,,,FALSE,,,,,
Skirts - off white,skirts-off-white-21bm,<p>Stylish skirts - off white for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing,Skirts,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W208001B-1,,Size,XS,,#N/A,,,,,,1200,1560,594,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908740/brownbutter_products/W208001B_1.jpg,1,Skirts - off white - XS,,FALSE,Skirts - off white | BrownButter - Premium Fashion,"Shop Skirts - off white at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",off white,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W208001B,,,New,FALSE,,,,,
,skirts-off-white-21bm,,,,,,TRUE,active,W208001B-2,,Size,S,,#N/A,,,,,,1200,1560,594,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908741/brownbutter_products/W208001B_2.jpg,2,Skirts - off white - S,,FALSE,,,,,,,,,,,FALSE,,,,,
Skirts - Blue,skirts-blue-s1ni,<p>Trending skirts - blue collection</p>,BrownButter,Apparel & Accessories > Clothing,Skirts,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W208014-1,,Size,XS,,#N/A,,,,,,1600,2080,814,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908742/brownbutter_products/W208014_1.jpg,1,Skirts - Blue - XS,,FALSE,Skirts - Blue | BrownButter - Premium Fashion,"Shop Skirts - Blue at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Blue,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W208014,,,New,FALSE,,,,,
,skirts-blue-s1ni,,,,,,TRUE,active,W208014-2,,Size,S,,#N/A,,,,,,1600,2080,814,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908744/brownbutter_products/W208014_2.jpg,2,Skirts - Blue - S,,FALSE,,,,,,,,,,,FALSE,,,,,
Skirts - Blue,skirts-blue-xm0a,<p>Must-have skirts - blue</p>,BrownButter,Apparel & Accessories > Clothing,Skirts,"new-arrival, brownbutter, premium, indian-fashion, women",TRUE,active,W2080208-1,,Size,XS,,#N/A,,,,,,1600,2080,814,TRUE,,,,,,shopify,5,DENY,500,g,TRUE,manual,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908745/brownbutter_products/W2080208_1.jpg,1,Skirts - Blue - XS,,FALSE,Skirts - Blue | BrownButter - Premium Fashion,"Shop Skirts - Blue at BrownButter. Premium quality, affordable prices. Free shipping on orders above â‚¹999.",Blue,Apparel & Accessories > Clothing,Women,Adult (13+ years old),W2080208,,,New,FALSE,,,,,
